,sent_id,Word,TAG
115,4,resilient,content
116,4,",",content
117,4,purposeful,content
118,4,and,content
119,4,smart,content
120,4,",",content
121,4,'',content
122,4,the,source
123,4,newspaper,source
124,4,wrote,cue
125,4,while,O
126,4,acknowledging,cue
127,4,her,content
128,4,many,content
129,4,political,content
130,4,and,content
131,4,personal,content
132,4,missteps,content
133,4,of,content
134,4,the,content
135,4,past,content
136,4,--,O
137,4,failings,content
138,4,it,source
139,4,said,cue
140,4,are,content
141,4,outweighed,content
142,4,by,content
143,4,her,content
144,4,strengths,content
145,4,.,O
146,5,``,content
147,5,She,content
148,5,has,content
149,5,executive,content
150,5,experience,content
151,5,.,content
152,6,She,content
153,6,does,content
154,6,not,content
155,6,let,content
156,6,her,content
157,6,feelings,content
158,6,get,content
159,6,in,content
160,6,the,content
161,6,way,content
162,6,of,content
163,6,the,content
164,6,job,content
165,6,at,content
166,6,hand,content
167,6,.,content
168,7,She,O
169,7,is,content
170,7,well,content
171,7,positioned,content
172,7,to,content
173,7,get,content
174,7,something,content
175,7,done,content
176,7,",",content
177,7,'',content
178,7,the,source
179,7,daily,source
180,7,wrote,cue
181,7,.,O
182,8,The,source
183,8,newspaper,source
184,8,took,cue
185,8,note,cue
186,8,of,cue
187,8,the,content
188,8,former,content
189,8,first,content
190,8,lady,content
191,8,'s,content
192,8,litany,content
193,8,of,content
194,8,shortcomings,content
195,8,",",O
196,8,writing,cue
197,8,:,cue
198,8,``,content
199,8,We,content
200,8,recognize,content
201,8,that,content
202,8,many,content
203,8,Americans,content
204,8,distrust,content
205,8,and,content
206,8,dislike,content
207,8,Ms,content
208,8,Clinton,content
209,8,.,content
210,9,The,content
211,9,negative,content
212,9,feelings,content
213,9,reflect,content
214,9,in,content
215,9,part,content
216,9,the,content
217,9,bitter,content
218,9,partisanship,content
219,9,of,content
220,9,the,content
221,9,nation,content
222,9,'s,content
223,9,politics,content
224,9,today,content
225,9,;,content
226,9,in,content
227,9,part,content
228,9,the,content
229,9,dishonest,content
230,9,attacks,content
231,9,she,content
232,9,has,content
233,9,been,content
234,9,subjected,content
235,9,to,content
236,9,for,content
237,9,decades,content
238,9,;,content
239,9,and,content
240,9,in,content
241,9,part,content
242,9,her,content
243,9,genuine,content
244,9,flaws,content
245,9,",",content
246,9,missteps,content
247,9,and,content
248,9,weaknesses,content
249,9,.,content
250,10,``,content
251,10,We,content
252,10,are,content
253,10,not,content
254,10,blind,content
255,10,to,content
256,10,those,content
257,10,",",content
258,10,'',content
259,10,wrote,cue
260,10,The,source
261,10,Post,source
262,10,",",O
263,10,which,source
264,10,nevertheless,O
265,10,gave,O
266,10,Clinton,content
267,10,its,cue
268,10,full-throated,cue
269,10,support,cue
270,10,.,O
271,11,The,source
272,11,Post,source
273,11,editorial,source
274,11,made,cue
275,11,little,cue
276,11,mention,cue
277,11,of,cue
278,11,Trump,content
279,11,",",content
280,11,the,content
281,11,bombastic,content
282,11,real,content
283,11,estate,content
284,11,magnate,content
285,11,who,content
286,11,is,content
287,11,the,content
288,11,Republican,content
289,11,nominee,content
290,11,for,content
291,11,next,content
292,11,month,content
293,11,'s,content
294,11,presidential,content
295,11,election,content
296,11,.,O
297,12,Trump,content
298,12,has,cue
299,12,been,cue
300,12,eviscerated,cue
301,12,by,O
302,12,the,source
303,12,editorial,source
304,12,board,source
305,12,of,source
306,12,The,source
307,12,Post,source
308,12,and,source
309,12,many,source
310,12,other,source
311,12,leading,source
312,12,US,source
313,12,newspapers,source
314,12,in,O
315,12,numerous,O
316,12,other,O
317,12,opinion,O
318,12,pieces,O
319,12,over,O
320,12,the,O
321,12,past,O
322,12,several,O
323,12,weeks,O
324,12,",",O
325,12,as,O
326,12,the,O
327,12,raucous,O
328,12,US,O
329,12,election,O
330,12,heads,O
331,12,for,O
332,12,the,O
333,12,final,O
334,12,few,O
335,12,weeks,O
336,12,.,O
337,13,CNN,source
338,13,'s,source
339,13,Jake,source
340,13,Tapper,source
341,13,on,content
342,13,Donna,content
343,13,Brazile,content
344,13,Leak,content
345,13,to,content
346,13,Clinton,content
347,13,Campaign,content
348,13,:,cue
349,13,`,content
350,13,Unethical,content
351,13,",",content
352,13,',content
353,13,`,content
354,13,Horrifying,content
355,13,.,content
356,13,',content
357,14,A,source
358,14,WikiLeaks,source
359,14,document,source
360,14,suggests,cue
361,14,former,content
362,14,adviser,content
363,14,to,content
364,14,President,content
365,14,Bill,content
366,14,Clinton,content
367,14,and,content
368,14,current,content
369,14,Democrat,content
370,14,National,content
371,14,Chairperson,content
372,14,Donna,content
373,14,Brazile,content
374,14,provided,content
375,14,a,content
376,14,question,content
377,14,to,content
378,14,Clinton,content
379,14,'s,content
380,14,aides,content
381,14,during,content
382,14,the,content
383,14,recent,content
384,14,Democrat,content
385,14,primaries,content
386,14,.,O
387,15,Now,O
388,15,Brazile,source
389,15,'s,source
390,15,CNN,source
391,15,colleague,source
392,15,",",source
393,15,Jake,source
394,15,Tapper,source
395,15,",",source
396,15,insists,cue
397,15,Brazile,content
398,15,'s,content
399,15,actions,content
400,15,were,content
401,15,``,content
402,15,unethical,content
403,15,'',content
404,15,and,content
405,15,``,content
406,15,horrifying,content
407,15,.,content
408,15,'',content
409,16,In,O
410,16,a,O
411,16,Thursday,O
412,16,interview,O
413,16,on,O
414,16,Washington,O
415,16,D.C.,O
416,16,'s,O
417,16,WMAL,O
418,16,radio,O
419,16,",",O
420,16,Tapper,source
421,16,told,cue
422,16,host,O
423,16,Larry,O
424,16,O'Connor,O
425,16,that,content
426,16,the,content
427,16,evidence,content
428,16,that,content
429,16,Brazile,content
430,16,leaked,content
431,16,debate,content
432,16,questions,content
433,16,to,content
434,16,Hillary,content
435,16,'s,content
436,16,campaign,content
437,16,was,content
438,16,a,content
439,16,journalistically,content
440,16,unethical,content
441,16,act,content
442,16,.,O
443,17,Tapper,source
444,17,told,cue
445,17,O'Connor,O
446,17,that,content
447,17,the,content
448,17,WikiLeaks,content
449,17,news,content
450,17,was,content
451,17,``,content
452,17,very,content
453,17,",",content
454,17,very,content
455,17,troubling,content
456,17,",",content
457,17,'',content
458,17,before,O
459,17,noting,cue
460,17,that,content
461,17,Brazile,content
462,17,is,content
463,17,``,content
464,17,a,content
465,17,good,content
466,17,person,content
467,17,.,content
468,17,'',content
469,18,The,source
470,18,CNN,source
471,18,host,source
472,18,of,source
473,18,The,source
474,18,Lead,source
475,18,with,source
476,18,Jake,source
477,18,Tapper,source
478,18,went,cue
479,18,on,cue
480,18,to,cue
481,18,express,cue
482,18,dismay,content
483,18,over,content
484,18,the,content
485,18,leak,content
486,18,purportedly,content
487,18,emanating,content
488,18,from,content
489,18,his,content
490,18,cable,content
491,18,network,content
492,18,.,O
493,19,``,content
494,19,It,content
495,19,'s,content
496,19,horrifying,content
497,19,.,content
498,20,Journalistically,content
499,20,it,content
500,20,'s,content
501,20,horrifying,content
502,20,",",content
503,20,'',content
504,20,Tapper,source
505,20,said,cue
506,20,",",O
507,20,``,content
508,20,and,content
509,20,I,content
510,20,'m,content
511,20,sure,content
512,20,it,content
513,20,will,content
514,20,have,content
515,20,an,content
516,20,impact,content
517,20,on,content
518,20,partnering,content
519,20,with,content
520,20,this,content
521,20,organization,content
522,20,in,content
523,20,the,content
524,20,future,content
525,20,and,content
526,20,I,content
527,20,'m,content
528,20,sure,content
529,20,it,content
530,20,will,content
531,20,have,content
532,20,an,content
533,20,effect,content
534,20,on,content
535,20,...,content
536,20,Donna,content
537,20,Brazile,content
538,20,is,content
539,20,no,content
540,20,longer,content
541,20,with,content
542,20,CNN,content
543,20,because,content
544,20,she,content
545,20,'s,content
546,20,with,content
547,20,the,content
548,20,DNC,content
549,20,right,content
550,20,now,content
551,20,",",content
552,20,but,content
553,20,I,content
554,20,'m,content
555,20,sure,content
556,20,it,content
557,20,will,content
558,20,have,content
559,20,some,content
560,20,impact,content
561,20,on,content
562,20,Donna,content
563,20,Brazile,content
564,20,.,content
565,20,'',content
566,21,Tapper,source
567,21,also,cue
568,21,assured,cue
569,21,WMAL,O
570,21,that,content
571,21,CNN,content
572,21,takes,content
573,21,this,content
574,21,``,content
575,21,very,content
576,21,",",content
577,21,very,content
578,21,seriously,content
579,21,.,content
580,21,'',content
581,22,In,O
582,22,closing,O
583,22,",",O
584,22,the,source
585,22,CNN,source
586,22,host,source
587,22,reiterated,cue
588,22,",",O
589,22,``,content
590,22,it,content
591,22,'s,content
592,22,horrifying,content
593,22,and,content
594,22,very,content
595,22,",",content
596,22,very,content
597,22,upsetting,content
598,22,and,content
599,22,I,content
600,22,ca,content
601,22,n't,content
602,22,condemn,content
603,22,it,content
604,22,any,content
605,22,more,content
606,22,than,content
607,22,...,content
608,22,I,content
609,22,condemn,content
610,22,it,content
611,22,in,content
612,22,no,content
613,22,uncertain,content
614,22,terms,content
615,22,",",content
616,22,it,content
617,22,'s,content
618,22,awful,content
619,22,.,content
620,22,'',content
621,23,According,cue
622,23,to,cue
623,23,the,source
624,23,documents,source
625,23,released,source
626,23,by,source
627,23,WikiLeaks,source
628,23,",",O
629,23,on,content
630,23,March,content
631,23,12,content
632,23,--,content
633,23,just,content
634,23,one,content
635,23,day,content
636,23,before,content
637,23,a,content
638,23,Democratic,content
639,23,presidential,content
640,23,town,content
641,23,hall,content
642,23,debate,content
643,23,between,content
644,23,Sen.,content
645,23,Bernie,content
646,23,Sanders,content
647,23,(,content
648,23,I-VT,content
649,23,),content
650,23,and,content
651,23,Hillary,content
652,23,Clinton,content
653,23,--,content
654,23,Brazile,content
655,23,allegedly,content
656,23,sent,content
657,23,an,content
658,23,email,content
659,23,titled,content
660,23,``,content
661,23,From,content
662,23,time,content
663,23,to,content
664,23,time,content
665,23,I,content
666,23,get,content
667,23,the,content
668,23,questions,content
669,23,in,content
670,23,advance,content
671,23,",",content
672,23,'',content
673,23,to,content
674,23,Jennifer,content
675,23,Palmieri,content
676,23,",",content
677,23,Clinton,content
678,23,'s,content
679,23,campaign,content
680,23,communications,content
681,23,director,content
682,23,.,O
683,24,The,source
684,24,email,source
685,24,provided,cue
686,24,a,content
687,24,question,content
688,24,about,content
689,24,the,content
690,24,death,content
691,24,penalty,content
692,24,that,content
693,24,she,content
694,24,said,content
695,24,``,content
696,24,worries,content
697,24,me,content
698,24,about,content
699,24,HRC,content
700,24,.,content
701,24,'',content
702,25,Following,O
703,25,the,O
704,25,original,O
705,25,email,O
706,25,were,O
707,25,several,O
708,25,more,O
709,25,missives,O
710,25,as,O
711,25,Brazile,source
712,25,and,source
713,25,Hillary,source
714,25,'s,source
715,25,staffers,source
716,25,discussed,cue
717,25,how,content
718,25,to,content
719,25,handle,content
720,25,the,content
721,25,expected,content
722,25,debate,content
723,25,question,content
724,25,.,O
725,26,Despite,O
726,26,the,O
727,26,evidence,O
728,26,in,O
729,26,the,O
730,26,released,O
731,26,documents,O
732,26,",",O
733,26,Brazile,source
734,26,later,cue
735,26,insisted,cue
736,26,she,content
737,26,never,content
738,26,sent,content
739,26,the,content
740,26,questions,content
741,26,to,content
742,26,Hillary,content
743,26,'s,content
744,26,campaign,content
745,26,.,O
746,27,``,content
747,27,I,content
748,27,never,content
749,27,had,content
750,27,access,content
751,27,to,content
752,27,questions,content
753,27,and,content
754,27,would,content
755,27,never,content
756,27,have,content
757,27,shared,content
758,27,them,content
759,27,with,content
760,27,the,content
761,27,candidates,content
762,27,if,content
763,27,I,content
764,27,did,content
765,27,",",content
766,27,'',content
767,27,Brazile,source
768,27,said,cue
769,27,in,cue
770,27,a,cue
771,27,statement,cue
772,27,supplied,cue
773,27,to,cue
774,27,the,cue
775,27,press,cue
776,27,after,cue
777,27,the,cue
778,27,WikiLeaks,cue
779,27,release,cue
780,27,.,O
781,28,Follow,O
782,28,Warner,O
783,28,Todd,O
784,28,Huston,O
785,28,on,O
786,28,Twitter,O
787,28,@warnerthuston,O
788,28,or,O
789,28,email,O
790,28,the,O
791,28,author,O
792,28,at,O
793,28,igcolonel@hotmail.com,O
794,28,.,O
795,29,Obama,source
796,29,says,cue
797,29,Trump,content
798,29,modeling,content
799,29,policies,content
800,29,on,content
801,29,Putin,content
802,29,.,O
803,30,WASHINGTON,O
804,30,(,O
805,30,AP,O
806,30,),O
807,30,--,O
808,30,President,source
809,30,Barack,source
810,30,Obama,source
811,30,on,O
812,30,Tuesday,O
813,30,accused,cue
814,30,Republican,content
815,30,Donald,content
816,30,Trump,content
817,30,of,content
818,30,showering,content
819,30,praise,content
820,30,and,content
821,30,modeling,content
822,30,his,content
823,30,policies,content
824,30,on,content
825,30,Russian,content
826,30,President,content
827,30,Vladimir,content
828,30,Putin,content
829,30,to,content
830,30,a,content
831,30,degree,content
832,30,that,content
833,30,is,content
834,30,``,content
835,30,unprecedented,content
836,30,in,content
837,30,American,content
838,30,politics,content
839,30,.,content
840,30,'',content
841,31,Obama,source
842,31,said,cue
843,31,he,content
844,31,is,content
845,31,``,content
846,31,surprised,content
847,31,and,content
848,31,troubled,content
849,31,'',content
850,31,by,content
851,31,Republican,content
852,31,lawmakers,content
853,31,he,content
854,31,says,content
855,31,are,content
856,31,echoing,content
857,31,their,content
858,31,presidential,content
859,31,nominee,content
860,31,'s,content
861,31,positions,content
862,31,on,content
863,31,Russia,content
864,31,.,O
865,32,Trump,source
866,32,has,cue
867,32,praised,cue
868,32,Putin,content
869,32,as,content
870,32,a,content
871,32,strong,content
872,32,leader,content
873,32,and,O
874,32,criticized,cue
875,32,Obama,content
876,32,and,content
877,32,the,content
878,32,Democratic,content
879,32,presidential,content
880,32,nominee,content
881,32,",",content
882,32,Hillary,content
883,32,Clinton,content
884,32,",",content
885,32,for,content
886,32,Washington,content
887,32,'s,content
888,32,deteriorating,content
889,32,relationship,content
890,32,with,content
891,32,Moscow,content
892,32,.,O
893,33,In,O
894,33,an,O
895,33,interview,O
896,33,Monday,O
897,33,",",O
898,33,Trump,source
899,33,said,cue
900,33,Russia,content
901,33,``,content
902,33,ca,content
903,33,n't,content
904,33,stand,content
905,33,'',content
906,33,either,content
907,33,Democrat,content
908,33,.,O
909,34,Trump,source
910,34,promised,cue
911,34,a,content
912,34,closer,content
913,34,relationship,content
914,34,with,content
915,34,Putin,content
916,34,",",content
917,34,if,content
918,34,elected,content
919,34,",",content
920,34,starting,content
921,34,with,content
922,34,a,content
923,34,possible,content
924,34,meeting,content
925,34,with,content
926,34,Putin,content
927,34,before,content
928,34,the,content
929,34,U.S.,content
930,34,inauguration,content
931,34,.,O
932,35,Obama,O
933,35,responded,O
934,35,from,O
935,35,the,O
936,35,White,O
937,35,House,O
938,35,",",O
939,35,where,O
940,35,he,O
941,35,is,O
942,35,hosting,O
943,35,Italy,O
944,35,'s,O
945,35,Prime,O
946,35,Minister,O
947,35,Matteo,O
948,35,Renzi,O
949,35,for,O
950,35,a,O
951,35,state,O
952,35,visit,O
953,35,.,O
954,36,The,O
955,36,remarks,O
956,36,come,O
957,36,as,O
958,36,Trump,source
959,36,and,source
960,36,his,source
961,36,Republican,source
962,36,allies,source
963,36,are,cue
964,36,looking,cue
965,36,for,cue
966,36,ways,cue
967,36,to,content
968,36,swing,content
969,36,momentum,content
970,36,their,content
971,36,way,content
972,36,after,content
973,36,a,content
974,36,damaging,content
975,36,few,content
976,36,weeks,content
977,36,in,content
978,36,the,content
979,36,campaign,content
980,36,.,O
981,37,On,O
982,37,Tuesday,O
983,37,",",O
984,37,Republicans,source
985,37,seized,cue
986,37,the,content
987,37,latest,content
988,37,developments,content
989,37,in,content
990,37,the,content
991,37,Clinton,content
992,37,email,content
993,37,controversy,content
994,37,as,content
995,37,an,content
996,37,issue,content
997,37,that,content
998,37,could,content
999,37,help,content
1000,37,Trump,content
1001,37,make,content
1002,37,up,content
1003,37,ground,content
1004,37,in,content
1005,37,the,content
1006,37,final,content
1007,37,presidential,content
1008,37,debate,content
1009,37,.,O
1010,38,It,O
1011,38,follows,O
1012,38,news,cue
1013,38,that,content
1014,38,the,content
1015,38,State,content
1016,38,Department,content
1017,38,had,content
1018,38,asked,content
1019,38,FBI,content
1020,38,officials,content
1021,38,to,content
1022,38,lower,content
1023,38,the,content
1024,38,classification,content
1025,38,of,content
1026,38,a,content
1027,38,sensitive,content
1028,38,email,content
1029,38,related,content
1030,38,to,content
1031,38,the,content
1032,38,attack,content
1033,38,on,content
1034,38,the,content
1035,38,U.S.,content
1036,38,compound,content
1037,38,in,content
1038,38,Benghazi,content
1039,38,",",content
1040,38,Libya,content
1041,38,.,O
1042,39,FBI,source
1043,39,notes,source
1044,39,released,source
1045,39,Monday,source
1046,39,revealed,cue
1047,39,discussion,content
1048,39,of,content
1049,39,a,content
1050,39,``,content
1051,39,quid,content
1052,39,pro,content
1053,39,quo,content
1054,39,'',content
1055,39,in,content
1056,39,trying,content
1057,39,to,content
1058,39,get,content
1059,39,the,content
1060,39,email,content
1061,39,reclassified,content
1062,39,",",O
1063,39,though,O
1064,39,it,cue
1065,39,'s,cue
1066,39,not,cue
1067,39,clear,cue
1068,39,who,content
1069,39,first,content
1070,39,raised,content
1071,39,the,content
1072,39,issue,content
1073,39,and,O
1074,39,both,source
1075,39,State,source
1076,39,and,source
1077,39,FBI,source
1078,39,officials,source
1079,39,deny,cue
1080,39,any,content
1081,39,bargaining,content
1082,39,took,content
1083,39,place,content
1084,39,.,O
1085,40,Obama,source
1086,40,said,cue
1087,40,Tuesday,O
1088,40,the,content
1089,40,version,content
1090,40,Trump,content
1091,40,and,content
1092,40,other,content
1093,40,Republicans,content
1094,40,are,content
1095,40,talking,content
1096,40,about,content
1097,40,is,content
1098,40,``,content
1099,40,just,content
1100,40,not,content
1101,40,TRUE,content
1102,40,.,content
1103,40,'',content
1104,41,Trump,source
1105,41,called,cue
1106,41,it,content
1107,41,``,content
1108,41,one,content
1109,41,of,content
1110,41,the,content
1111,41,great,content
1112,41,miscarriages,content
1113,41,of,content
1114,41,justice,content
1115,41,'',content
1116,41,in,content
1117,41,history,content
1118,41,.,O
1119,42,But,O
1120,42,with,O
1121,42,Wednesday,O
1122,42,'s,O
1123,42,debate,O
1124,42,approaching,O
1125,42,",",O
1126,42,Trump,O
1127,42,and,O
1128,42,his,O
1129,42,campaign,O
1130,42,have,O
1131,42,had,O
1132,42,trouble,O
1133,42,sticking,O
1134,42,to,O
1135,42,the,O
1136,42,message,O
1137,42,.,O
1138,43,The,source
1139,43,candidate,source
1140,43,has,cue
1141,43,continued,cue
1142,43,his,cue
1143,43,warnings,cue
1144,43,that,content
1145,43,the,content
1146,43,election,content
1147,43,is,content
1148,43,``,content
1149,43,rigged,content
1150,43,",",content
1151,43,'',content
1152,43,angering,O
1153,43,not,O
1154,43,only,O
1155,43,Democrats,O
1156,43,but,O
1157,43,fellow,O
1158,43,Republicans,O
1159,43,who,source
1160,43,worry,cue
1161,43,his,content
1162,43,rhetoric,content
1163,43,will,content
1164,43,hurt,content
1165,43,public,content
1166,43,faith,content
1167,43,in,content
1168,43,elections,content
1169,43,.,O
1170,44,And,O
1171,44,as,O
1172,44,news,cue
1173,44,about,cue
1174,44,the,content
1175,44,emails,content
1176,44,hit,O
1177,44,",",O
1178,44,Melania,source
1179,44,Trump,source
1180,44,made,cue
1181,44,her,cue
1182,44,first,cue
1183,44,public,cue
1184,44,comments,cue
1185,44,about,cue
1186,44,the,content
1187,44,allegations,content
1188,44,of,content
1189,44,sexual,content
1190,44,assault,content
1191,44,and,content
1192,44,misconduct,content
1193,44,lodged,content
1194,44,against,content
1195,44,her,content
1196,44,husband,content
1197,44,.,O
1198,45,In,O
1199,45,an,O
1200,45,interview,O
1201,45,with,O
1202,45,Fox,O
1203,45,News,O
1204,45,aired,O
1205,45,Tuesday,O
1206,45,",",O
1207,45,Mrs.,source
1208,45,Trump,source
1209,45,said,cue
1210,45,she,content
1211,45,believes,content
1212,45,the,content
1213,45,accusations,content
1214,45,were,content
1215,45,coordinated,content
1216,45,by,content
1217,45,political,content
1218,45,rivals,content
1219,45,:,content
1220,45,``,content
1221,45,They,content
1222,45,want,content
1223,45,to,content
1224,45,damage,content
1225,45,the,content
1226,45,presidency,content
1227,45,of,content
1228,45,my,content
1229,45,husband,content
1230,45,",",content
1231,45,and,content
1232,45,it,content
1233,45,was,content
1234,45,all,content
1235,45,planned,content
1236,45,",",content
1237,45,it,content
1238,45,was,content
1239,45,all,content
1240,45,organized,content
1241,45,from,content
1242,45,the,content
1243,45,opposition,content
1244,45,.,content
1245,45,'',content
1246,46,Trump,O
1247,46,'s,O
1248,46,comments,O
1249,46,carried,O
1250,46,echoes,O
1251,46,of,O
1252,46,Clinton,source
1253,46,'s,cue
1254,46,allegations,cue
1255,46,of,cue
1256,46,a,content
1257,46,``,content
1258,46,vast,content
1259,46,right-wing,content
1260,46,conspiracy,content
1261,46,'',content
1262,46,organized,content
1263,46,to,content
1264,46,raise,content
1265,46,similar,content
1266,46,allegations,content
1267,46,against,content
1268,46,her,content
1269,46,husband,content
1270,46,two,content
1271,46,decades,content
1272,46,ago,content
1273,46,.,O
1274,47,Trump,O
1275,47,notably,O
1276,47,tried,O
1277,47,to,O
1278,47,revive,O
1279,47,Bill,O
1280,47,Clinton,O
1281,47,'s,O
1282,47,history,O
1283,47,by,O
1284,47,inviting,O
1285,47,his,O
1286,47,accusers,O
1287,47,to,O
1288,47,the,O
1289,47,last,O
1290,47,debate,O
1291,47,.,O
1292,48,His,source
1293,48,guest,source
1294,48,list,source
1295,48,for,source
1296,48,Wednesday,source
1297,48,'s,source
1298,48,faceoff,source
1299,48,in,source
1300,48,Las,source
1301,48,Vegas,source
1302,48,signaled,cue
1303,48,he,content
1304,48,hoped,content
1305,48,to,content
1306,48,change,content
1307,48,the,content
1308,48,subject,content
1309,48,.,O
1310,49,The,source
1311,49,Trump,source
1312,49,campaign,source
1313,49,said,cue
1314,49,Tuesday,O
1315,49,that,content
1316,49,Pat,content
1317,49,Smith,content
1318,49,",",content
1319,49,whose,content
1320,49,son,content
1321,49,",",content
1322,49,Sean,content
1323,49,Smith,content
1324,49,",",content
1325,49,was,content
1326,49,killed,content
1327,49,in,content
1328,49,the,content
1329,49,attack,content
1330,49,in,content
1331,49,Benghazi,content
1332,49,",",content
1333,49,will,content
1334,49,be,content
1335,49,attending,content
1336,49,the,content
1337,49,debate,content
1338,49,in,content
1339,49,Las,content
1340,49,Vegas,content
1341,49,as,content
1342,49,the,content
1343,49,candidate,content
1344,49,'s,content
1345,49,guest,content
1346,49,.,O
1347,50,Smith,O
1348,50,was,O
1349,50,a,O
1350,50,featured,O
1351,50,speaker,O
1352,50,at,O
1353,50,the,O
1354,50,Republican,O
1355,50,National,O
1356,50,Convention,O
1357,50,",",O
1358,50,where,O
1359,50,she,source
1360,50,delivered,cue
1361,50,an,cue
1362,50,emotional,cue
1363,50,speech,cue
1364,50,blaming,cue
1365,50,Clinton,content
1366,50,for,content
1367,50,her,content
1368,50,son,content
1369,50,'s,content
1370,50,death,content
1371,50,and,O
1372,50,accusing,cue
1373,50,her,content
1374,50,of,content
1375,50,lying,content
1376,50,to,content
1377,50,families,content
1378,50,about,content
1379,50,what,content
1380,50,sparked,content
1381,50,it,content
1382,50,.,O
1383,51,Clinton,source
1384,51,planned,cue
1385,51,to,content
1386,51,spend,content
1387,51,Tuesday,content
1388,51,in,content
1389,51,New,content
1390,51,York,content
1391,51,preparing,content
1392,51,for,content
1393,51,the,content
1394,51,debate,content
1395,51,in,content
1396,51,Las,content
1397,51,Vegas,content
1398,51,.,O
1399,52,Trump,content
1400,52,was,cue
1401,52,slated,cue
1402,52,to,content
1403,52,hold,content
1404,52,rallies,content
1405,52,in,content
1406,52,Colorado,content
1407,52,.,O
1408,53,The,cue
1409,53,disclosure,cue
1410,53,of,cue
1411,53,FBI,content
1412,53,documents,content
1413,53,revives,O
1414,53,questions,cue
1415,53,about,cue
1416,53,Clinton,content
1417,53,'s,content
1418,53,use,content
1419,53,of,content
1420,53,personal,content
1421,53,email,content
1422,53,during,content
1423,53,her,content
1424,53,time,content
1425,53,as,content
1426,53,secretary,content
1427,53,of,content
1428,53,state,content
1429,53,.,O
1430,54,The,O
1431,54,issue,O
1432,54,that,O
1433,54,has,O
1434,54,dogged,O
1435,54,her,O
1436,54,campaign,O
1437,54,and,O
1438,54,damaged,O
1439,54,voters,source
1440,54,',cue
1441,54,trust,cue
1442,54,in,cue
1443,54,her,content
1444,54,even,O
1445,54,as,O
1446,54,she,O
1447,54,remains,O
1448,54,the,O
1449,54,favorite,O
1450,54,ahead,O
1451,54,of,O
1452,54,the,O
1453,54,Nov.,O
1454,54,8,O
1455,54,vote,O
1456,54,.,O
1457,55,The,source
1458,55,document,source
1459,55,released,source
1460,55,Monday,source
1461,55,show,cue
1462,55,a,content
1463,55,State,content
1464,55,Department,content
1465,55,Undersecretary,content
1466,55,for,content
1467,55,Management,content
1468,55,Patrick,content
1469,55,F.,content
1470,55,Kennedy,content
1471,55,",",content
1472,55,a,content
1473,55,former,content
1474,55,close,content
1475,55,Clinton,content
1476,55,aide,content
1477,55,",",content
1478,55,contacted,content
1479,55,an,content
1480,55,FBI,content
1481,55,official,content
1482,55,seeking,content
1483,55,to,content
1484,55,change,content
1485,55,an,content
1486,55,email,content
1487,55,'s,content
1488,55,classification,content
1489,55,",",O
1490,55,a,O
1491,55,move,O
1492,55,that,O
1493,55,would,O
1494,55,have,O
1495,55,sent,O
1496,55,it,O
1497,55,to,O
1498,55,the,O
1499,55,archive,O
1500,55,",",O
1501,55,out,O
1502,55,of,O
1503,55,public,O
1504,55,view,O
1505,55,.,O
1506,56,Notes,source
1507,56,on,source
1508,56,the,source
1509,56,conversation,source
1510,56,describe,cue
1511,56,discussion,content
1512,56,about,content
1513,56,a,content
1514,56,``,content
1515,56,quid,content
