,sent_id,Word,TAG
427,17,",",content
428,17,no,content
429,17,.,content
430,18,Rasmussen,content
431,18,has,content
432,18,a,content
433,18,similar,content
434,18,question,content
435,18,:,content
436,18,forty-three,content
437,18,",",content
438,18,yes,content
439,18,;,content
440,18,forty-six,content
441,18,",",content
442,18,no,content
443,18,.,content
444,18,'',content
445,19,``,content
446,19,This,content
447,19,is,content
448,19,in,content
449,19,their,content
450,19,heads,content
451,19,.,content
452,20,This,content
453,20,is,content
454,20,in,content
455,20,their,content
456,20,consciousness,content
457,20,",",content
458,20,'',content
459,20,said,cue
460,20,Caddell,source
461,20,",",O
462,20,speaking,cue
463,20,of,cue
464,20,Clinton,content
465,20,'s,content
466,20,health,content
467,20,issue,content
468,20,.,O
469,21,``,content
470,21,It,content
471,21,is,content
472,21,one,content
473,21,of,content
474,21,the,content
475,21,things,content
476,21,worrying,content
477,21,them,content
478,21,.,content
479,22,...,content
480,22,Democratic,content
481,22,groups,content
482,22,",",content
483,22,too,content
484,22,--,content
485,22,and,content
486,22,that,content
487,22,can,content
488,22,be,content
489,22,deadly,content
490,22,.,content
491,22,'',content
492,23,Caddell,source
493,23,went,cue
494,23,on,cue
495,23,to,cue
496,23,discuss,cue
497,23,recently,content
498,23,released,content
499,23,polls,content
500,23,",",content
501,23,including,content
502,23,ones,content
503,23,showing,content
504,23,Trump,content
505,23,leading,content
506,23,nationally,content
507,23,and,content
508,23,in,content
509,23,the,content
510,23,swing,content
511,23,states,content
512,23,of,content
513,23,Ohio,content
514,23,",",content
515,23,Florida,content
516,23,",",content
517,23,and,content
518,23,Nevada,content
519,23,.,O
520,24,Breitbart,O
521,24,News,O
522,24,Daily,O
523,24,airs,O
524,24,on,O
525,24,SiriusXM,O
526,24,Patriot,O
527,24,125,O
528,24,weekdays,O
529,24,from,O
530,24,06:00,O
531,24,a.m.,O
532,24,to,O
533,24,09:00,O
534,24,a.m.,O
535,24,Eastern,O
536,24,.,O
537,25,Poll,source
538,25,:,cue
539,25,Wealthy,content
540,25,Voters,content
541,25,Abandon,content
542,25,Republican,content
543,25,Party,content
544,25,for,content
545,25,Hillary,content
546,25,Clinton,content
547,25,.,O
548,26,A,source
549,26,Bloomberg,source
550,26,poll,source
551,26,shows,cue
552,26,that,content
553,26,Americans,content
554,26,living,content
555,26,in,content
556,26,households,content
557,26,making,content
558,26,$,content
559,26,"100,000",content
560,26,or,content
561,26,more,content
562,26,have,content
563,26,abandoned,content
564,26,the,content
565,26,Republican,content
566,26,party,content
567,26,",",O
568,26,led,O
569,26,by,O
570,26,Donald,O
571,26,Trump,O
572,26,",",O
573,26,in,content
574,26,favor,content
575,26,of,content
576,26,Hillary,content
577,26,Clinton,content
578,26,.,O
579,27,Clinton,content
580,27,beats,content
581,27,Trump,content
582,27,by,content
583,27,46,content
584,27,percent,content
585,27,to,content
586,27,42,content
587,27,percent,content
588,27,",",O
589,27,according,cue
590,27,to,cue
591,27,the,source
592,27,poll,source
593,27,.,O
594,28,Twelve,source
595,28,percent,source
596,28,indicated,cue
597,28,that,content
598,28,they,content
599,28,were,content
600,28,not,content
601,28,sure,content
602,28,.,O
603,29,Bloomberg,content
604,29,reports,content
605,29,that,content
606,29,the,content
607,29,Republican,content
608,29,nominee,content
609,29,has,content
610,29,either,content
611,29,won,content
612,29,or,content
613,29,tied,content
614,29,among,content
615,29,the,content
616,29,group,content
617,29,of,content
618,29,voters,content
619,29,making,content
620,29,$,content
621,29,"100,000",content
622,29,or,content
623,29,more,content
624,29,",",O
625,29,according,cue
626,29,to,cue
627,29,the,source
628,29,Roper,source
629,29,Center,source
630,29,for,source
631,29,Public,source
632,29,Opinion,source
633,29,Research,source
634,29,.,O
635,30,According,cue
636,30,to,cue
637,30,exit,source
638,30,polls,source
639,30,",",O
640,30,Mitt,content
641,30,Romney,content
642,30,had,content
643,30,a,content
644,30,ten-point,content
645,30,lead,content
646,30,over,content
647,30,Obama,content
648,30,among,content
649,30,the,content
650,30,high-earning,content
651,30,group,content
652,30,in,content
653,30,2012,content
654,30,",",O
655,30,but,O
656,30,still,O
657,30,lost,O
658,30,the,O
659,30,election,O
660,30,.,O
661,31,The,source
662,31,group,source
663,31,also,cue
664,31,views,cue
665,31,President,content
666,31,Barack,content
667,31,Obama,content
668,31,",",content
669,31,Hillary,content
670,31,Clinton,content
671,31,",",content
672,31,Bill,content
673,31,Clinton,content
674,31,",",content
675,31,and,content
676,31,Paul,content
677,31,Ryan,content
678,31,more,content
679,31,favorably,content
680,31,than,content
681,31,Donald,content
682,31,Trump,content
683,31,.,O
684,32,The,O
685,32,survey,O
686,32,was,O
687,32,conducted,O
688,32,September,O
689,32,16-19,O
690,32,",",O
691,32,using,O
692,32,a,O
693,32,nationally,O
694,32,representative,O
695,32,opt-in,O
696,32,panel,O
697,32,of,O
698,32,600,O
699,32,respondents,O
700,32,.,O
701,33,It,O
702,33,has,O
703,33,a,O
704,33,margin,O
705,33,of,O
706,33,error,O
707,33,+,O
708,33,/,O
709,33,-,O
710,33,4,O
711,33,percent,O
712,33,.,O
713,34,Only,O
714,34,24,O
715,34,Percent,O
716,34,of,O
717,34,Hillary,O
718,34,Clinton,O
719,34,'s,O
720,34,Contributors,O
721,34,Are,O
722,34,Small,O
723,34,Donors,O
724,34,.,O
725,35,Less,O
726,35,than,O
727,35,a,O
728,35,quarter,O
729,35,of,O
730,35,Hillary,O
731,35,Clinton,O
732,35,'s,O
733,35,campaign,O
734,35,donors,O
735,35,are,O
736,35,small-dollar,O
737,35,donors,O
738,35,who,O
739,35,pitch,O
740,35,in,O
741,35,$,O
742,35,200,O
743,35,or,O
744,35,less,O
745,35,.,O
746,36,The,source
747,36,New,source
748,36,York,source
749,36,Times,source
750,36,reports,cue
751,36,:,cue
752,36,``,content
753,36,In,content
754,36,an,content
755,36,illustration,content
756,36,of,content
757,36,the,content
758,36,lack,content
759,36,of,content
760,36,enthusiasm,content
761,36,for,content
762,36,her,content
763,36,among,content
764,36,some,content
765,36,liberal,content
766,36,activists,content
767,36,",",content
768,36,just,content
769,36,24,content
770,36,percent,content
771,36,of,content
772,36,the,content
773,36,contributors,content
774,36,to,content
775,36,Mrs.,content
776,36,Clinton,content
777,36,'s,content
778,36,campaign,content
779,36,so,content
780,36,far,content
781,36,have,content
782,36,given,content
783,36,$,content
784,36,200,content
785,36,or,content
786,36,less,content
787,36,.,content
788,37,In,content
789,37,2012,content
790,37,",",content
791,37,43,content
792,37,percent,content
793,37,of,content
794,37,the,content
795,37,money,content
796,37,to,content
797,37,Mr.,content
798,37,Obama,content
799,37,was,content
800,37,from,content
801,37,contributors,content
802,37,who,content
803,37,gave,content
804,37,$,content
805,37,200,content
806,37,or,content
807,37,less,content
808,37,",",content
809,37,and,content
810,37,this,content
811,37,year,content
812,37,58,content
813,37,percent,content
814,37,of,content
815,37,the,content
816,37,giving,content
817,37,to,content
818,37,Mr.,content
819,37,Sanders,content
820,37,'s,content
821,37,grass-roots,content
822,37,bid,content
823,37,came,content
824,37,from,content
825,37,small-dollar,content
826,37,donors,content
827,37,.,content
828,38,``,content
829,38,Without,content
830,38,this,content
831,38,online,content
832,38,network,content
833,38,",",content
834,38,Mrs.,content
835,38,Clinton,content
836,38,is,content
837,38,being,content
838,38,made,content
839,38,to,content
840,38,continue,content
841,38,with,content
842,38,an,content
843,38,aggressive,content
844,38,calendar,content
845,38,of,content
846,38,fund-raisers,content
847,38,with,content
848,38,rich,content
849,38,donors,content
850,38,as,content
851,38,Election,content
852,38,Day,content
853,38,grows,content
854,38,near,content
855,38,--,content
856,38,events,content
857,38,that,content
858,38,can,content
859,38,limit,content
860,38,her,content
861,38,time,content
862,38,in,content
863,38,swing,content
864,38,states,content
865,38,and,content
866,38,reinforce,content
867,38,concerns,content
868,38,that,content
869,38,give,content
870,38,rank-and-file,content
871,38,Democrats,content
872,38,pause,content
873,38,.,content
874,38,'',content
875,39,Hillary,O
876,39,Clinton,O
877,39,has,O
878,39,gotten,O
879,39,into,O
880,39,some,O
881,39,trouble,O
882,39,at,O
883,39,high-dollar,O
884,39,events,O
885,39,with,O
886,39,rich,O
887,39,donors,O
888,39,.,O
889,40,At,O
890,40,a,O
891,40,recent,O
892,40,fundraising,O
893,40,gig,O
894,40,in,O
895,40,New,O
896,40,York,O
897,40,with,O
898,40,celebrity,O
899,40,Barbra,O
900,40,Streisand,O
901,40,",",O
902,40,Clinton,source
903,40,called,cue
904,40,half,content
905,40,of,content
906,40,Donald,content
907,40,Trump,content
908,40,'s,content
909,40,supporters,content
910,40,``,content
911,40,deplorables,content
912,40,.,content
913,40,'',content
914,41,Pence,source
915,41,:,cue
916,41,Gennifer,content
917,41,Flowers,content
918,41,Wo,content
919,41,n't,content
920,41,Be,content
921,41,at,content
922,41,Debate,content
923,41,",",content
924,41,Trump,content
925,41,Was,content
926,41,`,content
927,41,Mocking,content
928,41,',content
929,41,Clinton,content
930,41,Camp,content
931,41,.,O
932,42,On,O
933,42,this,O
934,42,weekend,O
935,42,'s,O
936,42,broadcast,O
937,42,of,O
938,42,``,O
939,42,Fox,O
940,42,News,O
941,42,Sunday,O
942,42,",",O
943,42,'',O
944,42,Republican,source
945,42,vice-presidential,source
946,42,nominee,source
947,42,Gov.,source
948,42,Mike,source
949,42,Pence,source
950,42,(,source
951,42,R-IN,source
952,42,),source
953,42,said,cue
954,42,his,content
955,42,running,content
956,42,mate,content
957,42,presidential,content
958,42,nominee,content
959,42,Donald,content
960,42,Trump,content
961,42,'s,content
962,42,tweet,content
963,42,to,content
964,42,invite,content
965,42,Gennifer,content
966,42,Flowers,content
967,42,to,content
968,42,Monday,content
969,42,night,content
970,42,'s,content
971,42,debate,content
972,42,was,content
973,42,only,content
974,42,``,content
975,42,to,content
976,42,mock,content
977,42,'',content
978,42,Hillary,content
979,42,Clinton,content
980,42,for,content
981,42,inviting,content
982,42,Trump,content
983,42,critic,content
984,42,Mark,content
985,42,Cuban,content
986,42,.,O
987,43,Partial,O
988,43,transcript,O
989,43,as,O
990,43,follows,O
991,43,:,O
992,43,``,O
993,43,WALLACE,source
994,43,:,cue
995,43,Let,content
996,43,'s,content
997,43,start,content
998,43,with,content
999,43,breaking,content
1000,43,news,content
1001,43,on,content
1002,43,the,content
1003,43,debate,content
1004,43,story,content
1005,43,.,content
1006,44,After,content
1007,44,the,content
1008,44,Clinton,content
1009,44,camp,content
1010,44,announced,content
1011,44,that,content
1012,44,it,content
1013,44,was,content
1014,44,inviting,content
1015,44,billionaire,content
1016,44,and,content
1017,44,Trump,content
1018,44,critic,content
1019,44,Mark,content
1020,44,Cuban,content
1021,44,to,content
1022,44,sit,content
1023,44,in,content
1024,44,the,content
1025,44,front,content
1026,44,row,content
1027,44,at,content
1028,44,the,content
1029,44,debate,content
1030,44,",",content
1031,44,Trump,content
1032,44,invited,content
1033,44,Gennifer,content
1034,44,Flowers,content
1035,44,",",content
1036,44,who,content
1037,44,once,content
1038,44,had,content
1039,44,an,content
1040,44,affair,content
1041,44,with,content
1042,44,President,content
1043,44,Clinton,content
1044,44,",",content
1045,44,to,content
1046,44,also,content
1047,44,sit,content
1048,44,in,content
1049,44,the,content
1050,44,front,content
1051,44,row,content
1052,44,.,content
1053,45,And,content
1054,45,she,content
1055,45,has,content
1056,45,accepted,content
1057,45,that,content
1058,45,invitation,content
1059,45,.,content
1060,46,Two,content
1061,46,questions,content
1062,46,:,content
1063,46,Why,content
1064,46,would,content
1065,46,Trump,content
1066,46,do,content
1067,46,that,content
1068,46,?,content
1069,47,And,content
1070,47,will,content
1071,47,Gennifer,content
1072,47,Flowers,content
1073,47,actually,content
1074,47,be,content
1075,47,there,content
1076,47,tomorrow,content
1077,47,night,content
1078,47,?,content
1079,48,``,O
1080,48,PENCE,source
1081,48,:,cue
1082,48,Well,content
1083,48,",",content
1084,48,look,content
1085,48,",",content
1086,48,Hillary,content
1087,48,Clinton,content
1088,48,apparently,content
1089,48,thinks,content
1090,48,this,content
1091,48,is,content
1092,48,an,content
1093,48,episode,content
1094,48,of,content
1095,48,``,content
1096,48,Shark,content
1097,48,Tank,content
1098,48,.,content
1099,48,'',content
1100,49,But,content
1101,49,this,content
1102,49,is,content
1103,49,America,content
1104,49,",",content
1105,49,Chris,content
1106,49,.,content
1107,50,It,content
1108,50,'s,content
1109,50,serious,content
1110,50,business,content
1111,50,.,content
1112,51,The,content
1113,51,American,content
1114,51,people,content
1115,51,have,content
1116,51,an,content
1117,51,enormously,content
1118,51,important,content
1119,51,choice,content
1120,51,to,content
1121,51,make,content
1122,51,.,content
1123,52,And,content
1124,52,Donald,content
1125,52,Trump,content
1126,52,'s,content
1127,52,tweet,content
1128,52,was,content
1129,52,really,content
1130,52,mocking,content
1131,52,the,content
1132,52,fact,content
1133,52,that,content
1134,52,Hillary,content
1135,52,Clinton,content
1136,52,was,content
1137,52,trying,content
1138,52,to,content
1139,52,distract,content
1140,52,attention,content
1141,52,away,content
1142,52,from,content
1143,52,this,content
1144,52,moment,content
1145,52,in,content
1146,52,our,content
1147,52,national,content
1148,52,life,content
1149,52,where,content
1150,52,the,content
1151,52,American,content
1152,52,people,content
1153,52,are,content
1154,52,going,content
1155,52,to,content
1156,52,see,content
1157,52,a,content
1158,52,strong,content
1159,52,contrast,content
1160,52,between,content
1161,52,the,content
1162,52,broad-shouldered,content
1163,52,leadership,content
1164,52,of,content
1165,52,Donald,content
1166,52,Trump,content
1167,52,",",content
1168,52,who,content
1169,52,'s,content
1170,52,prepared,content
1171,52,to,content
1172,52,rebuild,content
1173,52,our,content
1174,52,military,content
1175,52,",",content
1176,52,reduce,content
1177,52,taxes,content
1178,52,",",content
1179,52,repeal,content
1180,52,Obamacare,content
1181,52,",",content
1182,52,stand,content
1183,52,by,content
1184,52,our,content
1185,52,Constitution,content
1186,52,",",content
1187,52,and,content
1188,52,--,content
1189,52,.,content
1190,52,'',O
1191,53,(,O
1192,53,CROSSTALK,O
1193,53,.,O
1194,53,),O
1195,54,``,O
1196,54,WALLACE,source
1197,54,:,cue
1198,54,If,content
1199,54,I,content
1200,54,may,content
1201,54,",",content
1202,54,sir,content
1203,54,",",content
1204,54,because,content
1205,54,we,content
1206,54,'ve,content
1207,54,got,content
1208,54,limited,content
1209,54,time,content
1210,54,.,content
1211,55,I,content
1212,55,want,content
1213,55,to,content
1214,55,ask,content
1215,55,you,content
1216,55,",",content
1217,55,will,content
1218,55,Gennifer,content
1219,55,Flowers,content
1220,55,be,content
1221,55,there,content
1222,55,?,content
1223,56,``,O
1224,56,PENCE,source
1225,56,:,cue
1226,56,Gennifer,content
1227,56,Flowers,content
1228,56,will,content
1229,56,not,content
1230,56,be,content
1231,56,attending,content
1232,56,the,content
1233,56,debate,content
1234,56,tomorrow,content
1235,56,night,content
1236,56,.,content
1237,57,Donald,content
1238,57,Trump,content
1239,57,was,content
1240,57,using,content
1241,57,the,content
1242,57,tweet,content
1243,57,yesterday,content
1244,57,really,content
1245,57,to,content
1246,57,mock,content
1247,57,an,content
1248,57,effort,content
1249,57,by,content
1250,57,Hillary,content
1251,57,Clinton,content
1252,57,and,content
1253,57,her,content
1254,57,campaign,content
1255,57,to,content
1256,57,really,content
1257,57,distract,content
1258,57,attention,content
1259,57,from,content
1260,57,what,content
1261,57,the,content
1262,57,American,content
1263,57,people,content
1264,57,are,content
1265,57,going,content
1266,57,to,content
1267,57,be,content
1268,57,focused,content
1269,57,tomorrow,content
1270,57,night,content
1271,57,",",content
1272,57,which,content
1273,57,is,content
1274,57,on,content
1275,57,the,content
1276,57,issues,content
1277,57,",",content
1278,57,on,content
1279,57,the,content
1280,57,choice,content
1281,57,that,content
1282,57,we,content
1283,57,face,content
1284,57,.,content
1285,58,I,content
1286,58,mean,content
1287,58,",",content
1288,58,Hillary,content
1289,58,Clinton,content
1290,58,essentially,content
1291,58,wants,content
1292,58,to,content
1293,58,continue,content
1294,58,the,content
1295,58,policies,content
1296,58,of,content
1297,58,this,content
1298,58,administration,content
1299,58,that,content
1300,58,have,content
1301,58,weakened,content
1302,58,America,content
1303,58,'s,content
1304,58,place,content
1305,58,in,content
1306,58,the,content
1307,58,world,content
1308,58,",",content
1309,58,stifled,content
1310,58,America,content
1311,58,'s,content
1312,58,economy,content
1313,58,",",content
1314,58,walked,content
1315,58,away,content
1316,58,from,content
1317,58,our,content
1318,58,most,content
1319,58,cherished,content
1320,58,constitutional,content
1321,58,principles,content
1322,58,.,content
1323,59,And,content
1324,59,I,content
1325,59,just,content
1326,59,--,content
1327,59,I,content
1328,59,ca,content
1329,59,n't,content
1330,59,wait,content
1331,59,to,content
1332,59,see,content
1333,59,the,content
1334,59,debate,content
1335,59,tomorrow,content
1336,59,night,content
1337,59,because,content
1338,59,I,content
1339,59,just,content
1340,59,know,content
1341,59,that,content
1342,59,Donald,content
1343,59,Trump,content
1344,59,",",content
1345,59,who,content
1346,59,is,content
1347,59,a,content
1348,59,leader,content
1349,59,who,content
1350,59,literally,content
1351,59,embodies,content
1352,59,the,content
1353,59,American,content
1354,59,spirit,content
1355,59,",",content
1356,59,is,content
1357,59,going,content
1358,59,to,content
1359,59,be,content
1360,59,able,content
1361,59,to,content
1362,59,present,content
1363,59,that,content
1364,59,message,content
1365,59,and,content
1366,59,present,content
1367,59,that,content
1368,59,choice,content
1369,59,to,content
1370,59,the,content
1371,59,American,content
1372,59,people,content
1373,59,.,content
1374,60,``,O
1375,60,WALLACE,source
1376,60,:,cue
1377,60,But,content
1378,60,",",content
1379,60,Governor,content
1380,60,Pence,content
1381,60,",",content
1382,60,I,content
1383,60,'ve,content
1384,60,got,content
1385,60,to,content
1386,60,ask,content
1387,60,you,content
1388,60,",",content
1389,60,because,content
1390,60,as,content
1391,60,``,content
1392,60,The,content
1393,60,Wall,content
1394,60,Street,content
1395,60,Journal,content
1396,60,'',content
1397,60,wrote,content
1398,60,",",content
1399,60,it,content
1400,60,shows,content
1401,60,people,content
1402,60,top,content
1403,60,concern,content
1404,60,about,content
1405,60,Donald,content
1406,60,Trump,content
1407,60,is,content
1408,60,",",content
1409,60,one,content
1410,60,",",content
1411,60,his,content
1412,60,temperament,content
1413,60,",",content
1414,60,and,content
1415,60,two,content
1416,60,",",content
1417,60,his,content
1418,60,language,content
1419,60,",",content
1420,60,especially,content
1421,60,towards,content
1422,60,women,content
1423,60,.,content
1424,61,So,content
1425,61,why,content
1426,61,would,content
1427,61,Trump,content
1428,61,even,content
1429,61,go,content
1430,61,down,content
1431,61,the,content
1432,61,road,content
1433,61,of,content
1434,61,bringing,content
1435,61,up,content
1436,61,Gennifer,content
1437,61,Flowers,content
1438,61,",",content
1439,61,who,content
1440,61,once,content
1441,61,had,content
1442,61,an,content
1443,61,affair,content
1444,61,with,content
1445,61,the,content
1446,61,president,content
1447,61,.,content
1448,62,``,O
1449,62,PENCE,source
1450,62,:,cue
1451,62,Well,content
1452,62,",",content
1453,62,the,content
1454,62,question,content
1455,62,really,content
1456,62,should,content
1457,62,be,content
1458,62,why,content
1459,62,was,content
1460,62,Hillary,content
1461,62,Clinton,content
1462,62,and,content
1463,62,her,content
1464,62,campaign,content
1465,62,",",content
1466,62,you,content
1467,62,know,content
1468,62,",",content
1469,62,inviting,content
1470,62,some,content
1471,62,celebrity,content
1472,62,basketball,content
1473,62,team,content
1474,62,owner,content
1475,62,to,content
1476,62,the,content
1477,62,debate,content
1478,62,to,content
1479,62,sit,content
1480,62,on,content
1481,62,the,content
1482,62,front,content
1483,62,row,content
1484,62,",",content
1485,62,someone,content
1486,62,who,content
1487,62,has,content
1488,62,mocked,content
1489,62,and,content
1490,62,ridiculed,content
1491,62,my,content
1492,62,running,content
1493,62,mate,content
1494,62,.,content
1495,63,``,O
1496,63,WALLACE,source
1497,63,:,cue
1498,63,Do,content
1499,63,you,content
1500,63,really,content
1501,63,see,content
1502,63,those,content
1503,63,two,content
1504,63,as,content
1505,63,equivalent,content
1506,63,?,content
1507,64,Do,content
1508,64,you,content
1509,64,really,content
1510,64,see,content
1511,64,those,content
1512,64,two,content
1513,64,as,content
1514,64,equivalent,content
1515,64,",",content
1516,64,Mark,content
1517,64,Cuban,content
1518,64,and,content
1519,64,Gennifer,content
1520,64,Flowers,content
1521,64,?,content
1522,65,``,O
1523,65,PENCE,source
1524,65,:,cue
